131072
0,9.750000e+02
1,2.167000e+04
2,2.173100e+04
3,1.074500e+04
4,9.387000e+03
5,1.499700e+04
6,1.006100e+04
7,-2.849000e+03
8,-1.862000e+03
9,1.728400e+04
10,3.105700e+04
11,2.353100e+04
12,9.250000e+03
13,6.656000e+03
14,8.378000e+03
15,-1.660000e+03
16,-1.569700e+04
17,-1.217600e+04
18,7.257000e+03
19,1.715300e+04
20,6.764000e+03
21,-5.690000e+03
22,-5.370000e+03
23,-3.896000e+03
24,-1.482000e+04
25,-2.568100e+04
26,-1.673600e+04
27,4.390000e+03
28,1.178200e+04
29,4.270000e+02
30,-8.980000e+03
31,-6.027000e+03
32,-5.561000e+03
33,-1.743600e+04
34,-2.510900e+04
35,-1.186900e+04
36,9.133000e+03
37,1.311000e+04
38,1.053000e+03
39,-5.184000e+03
40,-1.470000e+02
41,-7.510000e+02
42,-1.238100e+04
43,-1.550600e+04
44,2.263000e+03
45,2.277200e+04
46,2.360300e+04
47,1.137800e+04
48,7.536000e+03
49,1.224800e+04
50,7.802000e+03
51,-6.153000e+03
52,-8.196000e+03
53,9.057000e+03
54,2.372800e+04
55,1.737500e+04
56,2.061000e+03
57,-2.221000e+03
58,-1.480000e+02
59,-8.646000e+03
60,-2.274100e+04
61,-2.049400e+04
62,-2.600000e+02
63,1.333300e+04
64,6.465000e+03
65,-4.688000e+03
66,-3.329000e+03
67,1.006000e+03
68,-6.957000e+03
69,-1.745600e+04
70,-9.694000e+03
71,1.192200e+04
72,2.150800e+04
73,1.082500e+04
74,-5.980000e+02
75,2.830000e+02
76,3.950000e+02
77,-1.216700e+04
78,-2.289400e+04
79,-1.311200e+04
80,7.135000e+03
81,1.232600e+04
82,1.580000e+02
83,-7.976000e+03
84,-3.846000e+03
85,-3.424000e+03
86,-1.474200e+04
87,-1.987300e+04
88,-3.986000e+03
89,1.735900e+04
90,2.019700e+04
91,8.025000e+03
92,2.668000e+03
93,7.244000e+03
94,4.349000e+03
95,-9.163000e+03
96,-1.269400e+04
97,4.084000e+03
98,2.129700e+04
99,1.821400e+04
100,4.018000e+03
101,-2.930000e+02
102,3.276000e+03
103,-2.802000e+03
104,-1.653400e+04
105,-1.612300e+04
106,3.269000e+03
107,1.832900e+04
108,1.250000e+04
109,-2.570000e+02
110,-1.282000e+03
111,2.463000e+03
112,-5.407000e+03
113,-1.777600e+04
114,-1.305000e+04
115,7.729000e+03
116,1.920700e+04
117,9.992000e+03
118,-2.063000e+03
119,-1.676000e+03
120,-2.200000e+01
121,-1.095600e+04
122,-2.246000e+04
123,-1.445600e+04
124,6.164000e+03
125,1.354200e+04
126,2.089000e+03
127,-7.645000e+03
128,-4.684000e+03
129,-3.553000e+03
130,-1.458500e+04
